client_id,nom,prenom,email,telephone,inscription,vip
1078,Martin,Laura,laura.martin@email.com,0639594206,2024-10-03,True
1079,Martin,Laura,laura.martin@email.com,0628441067,2022-05-16,False
1080,Dupont,Sophie,sophie.dupont@email.com,0690583485,2024-09-05,True
1081,Martin,Alice,alice.martin@email.com,0670536100,2025-01-06,True
1082,Lemoine,Nicolas,nicolas.lemoine@email.com,0684712353,2024-01-26,True
1083,Leroy,Clara,clara.leroy@email.com,0616732703,2023-02-01,True
1084,Michel,Emma,emma.michel@email.com,0661713817,2024-01-25,False
1085,Leroy,Emma,emma.leroy@email.com,0687421546,2022-09-02,True
1086,Bernard,Alice,alice.bernard@email.com,0645602651,2022-07-24,True
1087,Michel,Nicolas,nicolas.michel@email.com,0624774977,2022-08-06,True
1088,Lemoine,Jean,jean.lemoine@email.com,0660169449,2022-09-30,False
1089,Lemoine,David,david.lemoine@email.com,0613056693,2024-06-18,False
1090,Bernard,Alice,alice.bernard@email.com,0617714117,2022-06-12,True
1091,Dupont,Sophie,sophie.dupont@email.com,0693355013,2024-03-22,True
1092,Durand,Sophie,sophie.durand@email.com,0652740381,2023-06-22,True
1093,Michel,Emma,emma.michel@email.com,0638218707,2022-10-15,False
1094,Michel,Marc,marc.michel@email.com,0637785336,2022-08-13,True
1095,Roux,Emma,emma.roux@email.com,0621739170,2023-04-16,False
1096,Bernard,Jean,jean.bernard@email.com,0643170756,2024-04-10,False
1097,Dupont,Nicolas,nicolas.dupont@email.com,0635674303,2023-03-18,True
1098,Leroy,Marc,marc.leroy@email.com,0688038614,2022-09-07,False
1099,Leroy,Emma,emma.leroy@email.com,0671620519,2022-11-07,False
1100,Bernard,Nicolas,nicolas.bernard@email.com,0691508275,2024-04-13,True
1101,Leroy,Clara,clara.leroy@email.com,0652256776,2024-01-27,False
1102,Morel,David,david.morel@email.com,0637053886,2023-02-22,False
1103,Martin,Emma,emma.martin@email.com,0682834842,2022-11-23,False
1104,Lemoine,Laura,laura.lemoine@email.com,0665102763,2024-02-12,False
1105,Simon,Nicolas,nicolas.simon@email.com,0616238716,2024-03-11,True
1106,Dupont,Paul,paul.dupont@email.com,0631996347,2023-03-10,True
1107,Durand,Laura,laura.durand@email.com,0610911829,2024-08-01,False
1108,Dupont,David,david.dupont@email.com,0659253109,2022-12-23,False
1109,Lemoine,Jean,jean.lemoine@email.com,0655945232,2022-06-27,False
1110,Dupont,Sophie,sophie.dupont@email.com,0679936959,2022-05-27,False
1111,Durand,Marc,marc.durand@email.com,0675493855,2024-02-17,False
1112,Lemoine,Marc,marc.lemoine@email.com,0642754400,2024-11-01,False
1113,Simon,Nicolas,nicolas.simon@email.com,0652303253,2024-08-29,False
1114,Morel,Laura,laura.morel@email.com,0653184197,2024-10-14,True
1115,Bernard,Clara,clara.bernard@email.com,0683242768,2023-07-02,False
1116,Michel,Alice,alice.michel@email.com,0690066771,2024-11-23,False
1117,Durand,Laura,laura.durand@email.com,0638177786,2023-08-27,True
1118,Bernard,Laura,laura.bernard@email.com,0640563842,2023-02-15,False
1119,Martin,Laura,laura.martin@email.com,0665508232,2024-02-06,True
1120,Lemoine,Paul,paul.lemoine@email.com,0619073703,2023-03-06,False
1121,Leroy,David,david.leroy@email.com,0687067615,2024-05-28,False
1122,Lemoine,Nicolas,nicolas.lemoine@email.com,0674018126,2024-10-13,False
1123,Bernard,Marc,marc.bernard@email.com,0672183676,2023-10-10,False
1124,Roux,Laura,laura.roux@email.com,0648379993,2023-04-19,True
1125,Leroy,David,david.leroy@email.com,0610206597,2023-08-20,True
1126,Morel,Emma,emma.morel@email.com,0632608361,2023-11-02,False
1127,Durand,Clara,clara.durand@email.com,0622878052,2023-03-13,False
1128,Roux,Jean,jean.roux@email.com,0688342314,2022-05-31,False
1129,Leroy,Paul,paul.leroy@email.com,0695167575,2023-05-28,False
1130,Simon,Paul,paul.simon@email.com,0628376316,2024-04-23,False
1131,Bernard,Marc,marc.bernard@email.com,0657206076,2022-11-29,False
1132,Durand,Sophie,sophie.durand@email.com,0667686142,2023-12-05,True
1133,Simon,Paul,paul.simon@email.com,0621982428,2023-12-02,False
1134,Martin,Nicolas,nicolas.martin@email.com,0642437003,2022-09-21,False
1135,Martin,Emma,emma.martin@email.com,0650334884,2023-05-03,True
1136,Michel,Alice,alice.michel@email.com,0666659968,2022-10-07,False
1137,Lemoine,David,david.lemoine@email.com,0673594938,2024-04-06,False
1138,Dupont,Clara,clara.dupont@email.com,0637686301,2022-09-09,False
1139,Durand,Sophie,sophie.durand@email.com,0643311964,2024-05-01,False
1140,Dupont,Marc,marc.dupont@email.com,0663467060,2023-08-31,False
1141,Bernard,Alice,alice.bernard@email.com,0649830171,2024-10-06,True
1142,Simon,David,david.simon@email.com,0680571417,2024-03-28,False
1143,Dupont,Paul,paul.dupont@email.com,0629940839,2023-05-26,False
1144,Roux,Emma,emma.roux@email.com,0698226847,2023-07-15,True
1145,Lemoine,Alice,alice.lemoine@email.com,0674012613,2023-04-11,True
1146,Dupont,Clara,clara.dupont@email.com,0640564766,2022-06-04,True
1147,Martin,Paul,paul.martin@email.com,0613968537,2023-01-22,True
1148,Lemoine,Emma,emma.lemoine@email.com,0659399089,2023-10-13,False
1149,Bernard,Marc,marc.bernard@email.com,0686398758,2022-10-13,False
1150,Durand,Nicolas,nicolas.durand@email.com,0685979302,2023-06-15,True
1151,Durand,Sophie,sophie.durand@email.com,0672709979,2022-12-15,True
1152,Leroy,Laura,laura.leroy@email.com,0659495418,2023-01-03,True
1153,Dupont,Marc,marc.dupont@email.com,0685643275,2023-04-13,True
1154,Martin,Nicolas,nicolas.martin@email.com,0693172226,2023-12-11,True
1155,Leroy,David,david.leroy@email.com,0689733000,2023-01-28,False
1156,Simon,Paul,paul.simon@email.com,0659509712,2023-09-27,True
1157,Simon,Marc,marc.simon@email.com,0679400636,2024-08-07,False
1158,Dupont,Emma,emma.dupont@email.com,0646598523,2023-01-13,True
1159,Michel,David,david.michel@email.com,0651348632,2022-12-23,True
1160,Leroy,Sophie,sophie.leroy@email.com,0617448840,2023-04-22,False
1161,Michel,Jean,jean.michel@email.com,0622573744,2024-03-11,True
1162,Morel,Sophie,sophie.morel@email.com,0630972711,2022-07-26,True
1163,Roux,Clara,clara.roux@email.com,0685094092,2022-05-26,True
1164,Morel,Marc,marc.morel@email.com,0645224591,2023-02-23,False
1165,Simon,Marc,marc.simon@email.com,0670690149,2023-12-01,True
1166,Dupont,Jean,jean.dupont@email.com,0659157668,2022-12-21,False
1167,Martin,Sophie,sophie.martin@email.com,0693900809,2024-04-08,True
1168,Morel,Paul,paul.morel@email.com,0647679534,2023-10-09,True
1169,Lemoine,David,david.lemoine@email.com,0668508427,2023-02-25,False
1170,Roux,Sophie,sophie.roux@email.com,0654663400,2024-07-25,False
1171,Morel,Nicolas,nicolas.morel@email.com,0676570998,2024-01-23,True
1172,Martin,Nicolas,nicolas.martin@email.com,0636375224,2024-08-20,True
1173,Simon,Paul,paul.simon@email.com,0625433669,2024-10-08,False
1174,Simon,David,david.simon@email.com,0664433288,2022-06-24,False
1175,Dupont,David,david.dupont@email.com,0647337907,2024-08-07,False
1176,Roux,Jean,jean.roux@email.com,0643459475,2023-12-18,False
1177,Morel,Nicolas,nicolas.morel@email.com,0669622926,2022-11-14,True
1178,Dupont,Clara,clara.dupont@email.com,0655646606,2023-02-27,False
1179,Simon,Emma,emma.simon@email.com,0613317153,2023-07-30,True
1180,Martin,Paul,paul.martin@email.com,0690697728,2023-10-13,True
1181,Simon,Nicolas,nicolas.simon@email.com,0695455355,2022-09-16,True
1182,Lemoine,Clara,clara.lemoine@email.com,0656345982,2023-12-20,True
1183,Morel,Paul,paul.morel@email.com,0664256222,2023-09-29,True
1184,Durand,Clara,clara.durand@email.com,0691014632,2023-09-07,True
1185,Morel,Laura,laura.morel@email.com,0650452746,2023-12-19,False
1186,Martin,Nicolas,nicolas.martin@email.com,0633227940,2024-08-08,True
1187,Martin,Sophie,sophie.martin@email.com,0649664080,2023-08-03,True
1188,Bernard,Marc,marc.bernard@email.com,0632016672,2023-07-11,False
1189,Simon,Marc,marc.simon@email.com,0654187140,2022-12-31,True
1190,Leroy,Jean,jean.leroy@email.com,0650339951,2024-06-02,True
1191,Martin,Jean,jean.martin@email.com,0691219975,2024-10-22,True
1192,Bernard,Paul,paul.bernard@email.com,0615035796,2023-03-21,False
1193,Michel,Alice,alice.michel@email.com,0643522076,2022-07-31,True
1194,Roux,Paul,paul.roux@email.com,0694083367,2022-07-08,False
1195,Leroy,Sophie,sophie.leroy@email.com,0654100451,2023-05-04,True
1196,Simon,Alice,alice.simon@email.com,0679198813,2022-06-12,False
1197,Bernard,Alice,alice.bernard@email.com,0675057192,2023-07-20,True
1198,Durand,David,david.durand@email.com,0670567278,2024-12-14,True
1199,Morel,Emma,emma.morel@email.com,0689518980,2024-07-06,False
1200,Morel,Marc,marc.morel@email.com,0614908046,2023-03-16,True
1201,Martin,Emma,emma.martin@email.com,0622588828,2024-07-21,True
1202,Roux,Paul,paul.roux@email.com,0644015754,2024-03-07,False
1203,Durand,Nicolas,nicolas.durand@email.com,0616506976,2024-02-25,True
1204,Martin,Clara,clara.martin@email.com,0690759772,2024-07-06,False
1205,Bernard,Emma,emma.bernard@email.com,0637889412,2023-09-01,False
1206,Dupont,Paul,paul.dupont@email.com,0629546623,2023-05-31,False
1207,Leroy,Paul,paul.leroy@email.com,0657239832,2024-04-10,False
1208,Durand,David,david.durand@email.com,0649705665,2023-05-07,False
1209,Morel,David,david.morel@email.com,0647055011,2024-03-02,False
1210,Martin,Emma,emma.martin@email.com,0636209280,2022-09-01,False
1211,Durand,Marc,marc.durand@email.com,0676861501,2023-06-28,True
1212,Durand,Alice,alice.durand@email.com,0666297689,2024-01-07,True
1213,Michel,Clara,clara.michel@email.com,0699199012,2024-07-07,False
1214,Lemoine,Marc,marc.lemoine@email.com,0698732531,2022-05-14,False
1215,Leroy,Sophie,sophie.leroy@email.com,0699433004,2024-11-04,True
1216,Durand,Emma,emma.durand@email.com,0621134606,2023-09-03,False
1217,Martin,Paul,paul.martin@email.com,0646717518,2024-10-28,False
1218,Morel,Nicolas,nicolas.morel@email.com,0688194630,2023-09-12,False
1219,Dupont,Emma,emma.dupont@email.com,0663117332,2024-01-25,True
1220,Bernard,Sophie,sophie.bernard@email.com,0641928657,2023-07-14,False
1221,Morel,David,david.morel@email.com,0655343166,2024-12-12,False
1222,Roux,Sophie,sophie.roux@email.com,0627034619,2023-06-21,True
1223,Michel,Nicolas,nicolas.michel@email.com,0672447547,2024-08-13,True
1224,Leroy,Paul,paul.leroy@email.com,0647828537,2023-12-26,False
1225,Martin,Marc,marc.martin@email.com,0644990111,2023-10-16,False
1226,Martin,Alice,alice.martin@email.com,0618784185,2023-06-26,True
1227,Lemoine,Alice,alice.lemoine@email.com,0626527294,2024-07-27,False
1228,Lemoine,David,david.lemoine@email.com,0619301288,2024-12-24,True
1229,Dupont,Laura,laura.dupont@email.com,0673163096,2022-07-19,False
1230,Lemoine,Paul,paul.lemoine@email.com,0627234880,2023-12-09,False
1231,Martin,Marc,marc.martin@email.com,0627793785,2022-06-22,True
1232,Lemoine,Paul,paul.lemoine@email.com,0649301976,2023-12-20,False
1233,Dupont,Marc,marc.dupont@email.com,0665553969,2022-11-27,False
1234,Durand,Laura,laura.durand@email.com,0689042085,2024-09-01,True
1235,Morel,Laura,laura.morel@email.com,0615545209,2023-11-26,True
1236,Simon,Clara,clara.simon@email.com,0666298246,2023-04-04,False
1237,Durand,Alice,alice.durand@email.com,0661751717,2023-03-05,True
1238,Roux,Emma,emma.roux@email.com,0692796629,2024-02-22,True
1239,Michel,Alice,alice.michel@email.com,0682165113,2024-01-15,True
1240,Michel,Emma,emma.michel@email.com,0652752206,2023-12-28,False
1241,Michel,David,david.michel@email.com,0628977517,2023-03-02,False
1242,Roux,David,david.roux@email.com,0677233628,2022-10-25,False
1243,Leroy,Laura,laura.leroy@email.com,0678768677,2025-01-04,True
1244,Roux,Sophie,sophie.roux@email.com,0672381538,2024-12-24,False
1245,Lemoine,Paul,paul.lemoine@email.com,0636490634,2024-07-07,False
1246,Lemoine,David,david.lemoine@email.com,0681899700,2024-03-30,True
1247,Bernard,Sophie,sophie.bernard@email.com,0632975306,2023-01-25,True
1248,Morel,Nicolas,nicolas.morel@email.com,0662496475,2023-01-25,False
1249,Dupont,Jean,jean.dupont@email.com,0687857709,2023-03-06,False
1250,Michel,Clara,clara.michel@email.com,0676812620,2023-03-29,False
1251,Bernard,Laura,laura.bernard@email.com,0670238752,2023-12-15,True
1252,Lemoine,David,david.lemoine@email.com,0690870611,2022-09-26,False
1253,Morel,Laura,laura.morel@email.com,0694994065,2024-08-26,False
1254,Michel,Marc,marc.michel@email.com,0688859464,2022-05-21,False
1255,Morel,Jean,jean.morel@email.com,0677981778,2023-01-29,True
1256,Durand,Clara,clara.durand@email.com,0682523676,2022-12-10,False
1257,Leroy,Laura,laura.leroy@email.com,0669240245,2023-01-14,True
1258,Durand,Jean,jean.durand@email.com,0624114118,2024-09-29,False
1259,Dupont,Alice,alice.dupont@email.com,0643786977,2023-03-26,False
1260,Leroy,Nicolas,nicolas.leroy@email.com,0616416424,2023-04-08,True
1261,Simon,David,david.simon@email.com,0635845477,2024-06-24,True
1262,Dupont,Marc,marc.dupont@email.com,0629205121,2023-12-28,False
1263,Martin,Sophie,sophie.martin@email.com,0694464129,2024-09-13,True
1264,Simon,Laura,laura.simon@email.com,0645416750,2022-10-28,False
1265,Roux,Emma,emma.roux@email.com,0615029173,2024-08-28,False
1266,Morel,Laura,laura.morel@email.com,0619811317,2024-02-11,True
1267,Bernard,Sophie,sophie.bernard@email.com,0610864390,2024-05-02,True
1268,Simon,David,david.simon@email.com,0692676002,2024-08-22,True
1269,Lemoine,Marc,marc.lemoine@email.com,0662697735,2023-11-03,False
1270,Morel,Nicolas,nicolas.morel@email.com,0618920081,2024-08-16,True
1271,Martin,Emma,emma.martin@email.com,0679897490,2023-04-16,True
1272,Dupont,Alice,alice.dupont@email.com,0643880569,2023-03-14,True
1273,Michel,Marc,marc.michel@email.com,0679045003,2024-12-10,True
1274,Dupont,David,david.dupont@email.com,0631112168,2024-03-25,True
1275,Dupont,Clara,clara.dupont@email.com,0647767094,2022-06-13,True
1276,Morel,Sophie,sophie.morel@email.com,0645500970,2024-12-23,True
1277,Durand,David,david.durand@email.com,0638104932,2022-12-27,True
1278,Martin,Emma,emma.martin@email.com,0663237620,2023-01-01,False
1279,Roux,Sophie,sophie.roux@email.com,0683454324,2023-07-02,False
1280,Lemoine,Alice,alice.lemoine@email.com,0654432752,2023-10-22,False
1281,Leroy,Clara,clara.leroy@email.com,0657497216,2023-02-06,True
1282,Morel,Emma,emma.morel@email.com,0617474572,2024-09-15,True
1283,Martin,Clara,clara.martin@email.com,0690653476,2024-11-22,True
1284,Morel,Clara,clara.morel@email.com,0630496543,2022-09-09,False
1285,Leroy,Laura,laura.leroy@email.com,0663859686,2023-02-20,False
1286,Michel,Sophie,sophie.michel@email.com,0697044040,2023-01-10,True
1287,Simon,Paul,paul.simon@email.com,0624533480,2022-12-22,True
1288,Dupont,Laura,laura.dupont@email.com,0663110504,2022-11-02,False
1289,Lemoine,Clara,clara.lemoine@email.com,0652281856,2022-10-02,False
1290,Lemoine,Emma,emma.lemoine@email.com,0639282367,2023-06-17,True
1291,Roux,David,david.roux@email.com,0616939502,2024-04-19,False
1292,Durand,Clara,clara.durand@email.com,0677980065,2023-02-07,False
1293,Leroy,Sophie,sophie.leroy@email.com,0610860803,2024-08-25,True
1294,Michel,David,david.michel@email.com,0689985716,2022-07-10,True
1295,Simon,Emma,emma.simon@email.com,0636047866,2024-06-14,True
1296,Lemoine,Laura,laura.lemoine@email.com,0671152504,2023-10-20,True
1297,Michel,Sophie,sophie.michel@email.com,0631963639,2024-06-22,False
1298,Morel,Paul,paul.morel@email.com,0629587947,2022-07-31,True
1299,Leroy,David,david.leroy@email.com,0677174070,2022-06-22,True
1300,Roux,Nicolas,nicolas.roux@email.com,0616290728,2024-08-16,False
1301,Lemoine,Alice,alice.lemoine@email.com,0632162552,2023-04-18,True
1302,Simon,Sophie,sophie.simon@email.com,0625632221,2022-07-24,True
1303,Leroy,Marc,marc.leroy@email.com,0699098596,2024-02-16,True
1304,Roux,Jean,jean.roux@email.com,0695158547,2023-08-07,False
1305,Bernard,Paul,paul.bernard@email.com,0640120320,2022-06-05,False
1306,Bernard,Alice,alice.bernard@email.com,0689874023,2024-06-20,False
1307,Lemoine,Clara,clara.lemoine@email.com,0676899240,2023-03-07,True
1308,Dupont,Sophie,sophie.dupont@email.com,0660964230,2022-08-13,True
1309,Leroy,Marc,marc.leroy@email.com,0660880679,2024-01-08,False
1310,Michel,Clara,clara.michel@email.com,0641479937,2024-07-07,False
1311,Roux,Emma,emma.roux@email.com,0654575282,2022-11-23,False
1312,Dupont,Paul,paul.dupont@email.com,0650292849,2023-12-19,True
1313,Martin,Emma,emma.martin@email.com,0670133781,2022-06-24,False
1314,Simon,Alice,alice.simon@email.com,0655169337,2023-07-22,False
1315,Morel,Alice,alice.morel@email.com,0693042369,2023-03-09,True
1316,Martin,Emma,emma.martin@email.com,0636652780,2023-07-11,True
1317,Morel,David,david.morel@email.com,0648806321,2023-02-25,False
1318,Roux,David,david.roux@email.com,0626440652,2025-01-03,False
1319,Lemoine,David,david.lemoine@email.com,0622196496,2023-08-09,True
1320,Martin,Emma,emma.martin@email.com,0610291482,2023-01-28,False
1321,Morel,Alice,alice.morel@email.com,0613579741,2024-05-02,True
1322,Martin,Nicolas,nicolas.martin@email.com,0644103587,2024-06-04,False
1323,Martin,Clara,clara.martin@email.com,0654646162,2023-09-13,True
1324,Bernard,Clara,clara.bernard@email.com,0634022044,2024-09-22,False
1325,Martin,David,david.martin@email.com,0648502060,2024-04-03,True
1326,Bernard,Marc,marc.bernard@email.com,0643189650,2024-12-28,False
1327,Martin,Nicolas,nicolas.martin@email.com,0630441746,2024-10-01,True
1328,Martin,Jean,jean.martin@email.com,0634638152,2023-02-25,False
1329,Michel,Paul,paul.michel@email.com,0669204248,2023-01-24,True
1330,Durand,Laura,laura.durand@email.com,0684598644,2024-04-16,True
1331,Leroy,David,david.leroy@email.com,0681277117,2024-11-17,True
1332,Bernard,David,david.bernard@email.com,0656796301,2024-08-07,False
1333,Simon,Marc,marc.simon@email.com,0672900787,2023-03-06,False
1334,Martin,Jean,jean.martin@email.com,0636745510,2024-11-19,True
1335,Simon,Alice,alice.simon@email.com,0622928960,2024-03-11,False
1336,Durand,David,david.durand@email.com,0630774344,2024-11-16,False
1337,Lemoine,Clara,clara.lemoine@email.com,0660230548,2023-12-06,False
1338,Durand,David,david.durand@email.com,0620338172,2023-04-23,False
1339,Martin,Alice,alice.martin@email.com,0632159269,2023-09-18,True
1340,Bernard,Alice,alice.bernard@email.com,0674188000,2022-10-22,True
1341,Michel,Jean,jean.michel@email.com,0617310599,2022-08-11,True
1342,Lemoine,Emma,emma.lemoine@email.com,0639875695,2023-06-06,False
1343,Michel,Nicolas,nicolas.michel@email.com,0680564295,2022-08-07,False
1344,Leroy,Emma,emma.leroy@email.com,0689454024,2023-07-13,False
1345,Martin,Alice,alice.martin@email.com,0624783409,2024-05-19,False
1346,Durand,Marc,marc.durand@email.com,0654733434,2022-10-30,True
1347,Morel,David,david.morel@email.com,0637788053,2022-08-31,True
1348,Simon,Laura,laura.simon@email.com,0661052764,2022-12-16,False
1349,Durand,Nicolas,nicolas.durand@email.com,0646787213,2023-03-27,False
1350,Bernard,Marc,marc.bernard@email.com,0627494327,2024-05-06,False
1351,Durand,Marc,marc.durand@email.com,0674362483,2024-03-22,False
1352,Simon,Alice,alice.simon@email.com,0658957365,2022-07-21,False
1353,Bernard,Clara,clara.bernard@email.com,0679035907,2023-01-15,False
1354,Dupont,Nicolas,nicolas.dupont@email.com,0632447732,2022-08-01,False
1355,Simon,Jean,jean.simon@email.com,0651399283,2023-12-06,False
1356,Simon,Nicolas,nicolas.simon@email.com,0691014532,2023-05-14,True
1357,Roux,Jean,jean.roux@email.com,0628739607,2023-10-28,False
1358,Simon,Emma,emma.simon@email.com,0616625499,2024-12-02,True
1359,Michel,David,david.michel@email.com,0676019852,2022-06-27,False
1360,Durand,Clara,clara.durand@email.com,0695648500,2024-08-30,True
1361,Bernard,Clara,clara.bernard@email.com,0624465516,2023-08-12,True
1362,Morel,Sophie,sophie.morel@email.com,0645798141,2024-05-31,False
1363,Lemoine,Jean,jean.lemoine@email.com,0622038642,2023-09-03,True
1364,Simon,Alice,alice.simon@email.com,0637948838,2024-11-28,True
1365,Martin,Paul,paul.martin@email.com,0675086574,2023-10-06,False
1366,Simon,Alice,alice.simon@email.com,0684911881,2023-05-03,True
1367,Martin,Marc,marc.martin@email.com,0617073223,2022-06-07,False
1368,Roux,Marc,marc.roux@email.com,0688436570,2023-07-26,True
1369,Dupont,Paul,paul.dupont@email.com,0677344301,2024-09-12,True
1370,Martin,Laura,laura.martin@email.com,0688403100,2024-12-01,True
1371,Lemoine,Jean,jean.lemoine@email.com,0697444693,2023-04-16,False
1372,Leroy,Alice,alice.leroy@email.com,0650615864,2024-09-03,True
1373,Simon,Marc,marc.simon@email.com,0667342957,2022-07-14,True
1374,Dupont,Paul,paul.dupont@email.com,0693969400,2022-05-14,True
1375,Bernard,Clara,clara.bernard@email.com,0678782301,2023-03-22,False
1376,Michel,Marc,marc.michel@email.com,0675244908,2023-05-05,True
1377,Lemoine,Nicolas,nicolas.lemoine@email.com,0628708128,2022-08-14,True
1378,Lemoine,Paul,paul.lemoine@email.com,0621310163,2024-11-28,True
1379,Morel,Alice,alice.morel@email.com,0693615001,2023-12-02,False
1380,Dupont,Marc,marc.dupont@email.com,0632505876,2024-04-10,False
1381,Bernard,Marc,marc.bernard@email.com,0615641975,2024-07-03,True
1382,Lemoine,Paul,paul.lemoine@email.com,0610819087,2022-10-15,True
1383,Roux,Nicolas,nicolas.roux@email.com,0649877250,2022-09-24,True
